_id,activity_id,classification,end_date,location,notes,source_id,start_date,status,small_area,geo_point_2d,json_geometry_geometry,latitude,longitude,prototype_relevance,prototype_relevance_reason,source_dataset
249,RP-59031-193440-20009-COU-Confirmed-240520220000-240520222359,Reserved Parking,2022-05-24,Lonsdale Street between Elizabeth Street and Queen Street,,33040,2022-05-24,CONFIRMED,Melbourne (CBD),"-37.81262793702002, 144.96102928097045","{""coordinates"": [[[144.9601588021, -37.8129758468], [144.9619776208, -37.8124493007], [144.9620154834, -37.8124310386], [144.9620416546, -37.8124026719], [144.9620521503, -37.8123685188], [144.9620453723, -37.8123337783], [144.9620223531, -37.8123037402], [144.9619865974, -37.8122829774], [144.9619435468, -37.8122746507], [144.961899757, -37.8122800279], [144.9600809432, -37.8128065729], [144.9600430799, -37.8128248344], [144.9600169078, -37.8128532006], [144.9600064111, -37.8128873535], [144.9600131882, -37.8129220941], [144.9600362068, -37.8129521326], [144.9600719622, -37.812972896], [144.9601150118, -37.8129812234], [144.9601588021, -37.8129758468]]], ""type"": ""Polygon""}",-37.81262793702002,144.96102928097045,Excluded,Excluded because source classification is Reserved Parking.,City of Melbourne – City Activities and Planned Works
250,RP-59098-194013-20202-BUS-Confirmed-260520220000-260520222359,Reserved Parking,2022-05-26,Spring Street between Little Collins Street and Bourke Street,,33107,2022-05-26,CONFIRMED,East Melbourne,"-37.81183031980813, 144.9734554242459","{""coordinates"": [[[144.9736892892, -37.8120762048], [144.9734349495, -37.811522715], [144.973411942, -37.8114926712], [144.9733761962, -37.8114718993], [144.9733331495, -37.8114635615], [144.9732893579, -37.8114689268], [144.9732514886, -37.8114871799], [144.9732253062, -37.811515539], [144.9732147966, -37.8115496903], [144.9732215593, -37.8115844326], [144.9734758975, -37.8121379237], [144.9734989053, -37.8121679676], [144.9735346526, -37.8121887394], [144.9735776996, -37.8121970772], [144.9736214906, -37.8121917118], [144.9736593602, -37.8121734586], [144.9736855426, -37.8121450985], [144.9736960522, -37.8121109472], [144.9736892892, -37.8120762048]]], ""type"": ""Polygon""}",-37.81183031980813,144.9734554242459,Excluded,Excluded because source classification is Reserved Parking.,City of Melbourne – City Activities and Planned Works
251,RP-59094-193957-21324-COU-Confirmed-150520220000-150520222359,Reserved Parking,2022-05-15,Canning Street between Shiel Street and Vaughan Terrace,,33103,2022-05-15,CONFIRMED,North Melbourne,"-37.79582027535651, 144.94084243761404","{""coordinates"": [[[144.9403791973, -37.7958586035], [144.9412734584, -37.7959603157], [144.941317694, -37.7959584188], [144.941357648, -37.7959432332], [144.9413872372, -37.7959170702], [144.9414019582, -37.7958839138], [144.9413995677, -37.7958488118], [144.9413804307, -37.7958171073], [144.9413474601, -37.7957936276], [144.9413056764, -37.795781947], [144.9404114174, -37.7956802351], [144.9403671819, -37.7956821317], [144.9403272279, -37.795697317], [144.9402976384, -37.7957234797], [144.9402829181, -37.795756636], [144.9402853069, -37.795791738], [144.9403044435, -37.7958234426], [144.9403374137, -37.7958469226], [144.9403791973, -37.7958586035]]], ""type"": ""Polygon""}",-37.79582027535651,144.94084243761404,Excluded,Excluded because source classification is Reserved Parking.,City of Melbourne – City Activities and Planned Works
252,RP-59081-193873-22802-COU-Confirmed-270520220000-270520222359,Reserved Parking,2022-05-27,Batmans Hill Drive between Bourke Street and Collins Street,,33090,2022-05-27,CONFIRMED,Docklands,"-37.819553433124085, 144.94836100202772","{""coordinates"": [[[144.9482611021, -37.8202620216], [144.9482417889, -37.8202789443], [144.9482190281, -37.8203091064], [144.9482125496, -37.8203438824], [144.9482233418, -37.8203779771], [144.9482497592, -37.8204062017], [144.9482877823, -37.8204242569], [144.9483316218, -37.8204293961], [144.9483746023, -37.820420835], [144.9484101829, -37.8203998782], [144.9484563632, -37.8203594145], [144.9484769141, -37.8203337738], [144.9484855508, -37.8203041711], [144.9485013016, -37.8200890346], [144.9485014363, -37.8200809678], [144.9484828924, -37.8196151123], [144.9484485628, -37.8187526222], [144.9484385496, -37.818718378], [144.9484127792, -37.8186897799], [144.9483751753, -37.8186711815], [144.948331461, -37.8186654146], [144.948288293, -37.8186733578], [144.9482522424, -37.8186938009], [144.9482287972, -37.8187236312], [144.9482215275, -37.8187583087], [144.9482558556, -37.8196207987], [144.9482742372, -37.8200826187], [144.9482611021, -37.8202620216]]], ""type"": ""Polygon""}",-37.819553433124085,144.94836100202772,Excluded,Excluded because source classification is Reserved Parking.,City of Melbourne – City Activities and Planned Works
253,SS-1116024-0-105966-ECW-Consent Issued-050520220700-020620221900,Structures,2022-06-02,"130-134 Little Collins Street
MELBOURNE VIC 3000",ePathway Consent for works,ECW-2022-165,2022-05-05,Confirmed,Melbourne (CBD),"-37.81329105482208, 144.9693871546368","{""coordinates"": [[[144.9695514184, -37.813432233], [144.9695297094, -37.8133838521], [144.9695308863, -37.8133835191], [144.9694056923, -37.8131045214], [144.9692225348, -37.8131578737], [144.969269336, -37.8132616069], [144.9692794959, -37.8132847324], [144.9693704525, -37.813475969], [144.9694833552, -37.8134419834], [144.9694873369, -37.813451135], [144.9695514184, -37.813432233]]], ""type"": ""Polygon""}",-37.81329105482208,144.9693871546368,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
254,WO-721357-1425101-1425101-61-Closed-100120220000-300620222359,Traffic Management,2022-06-30,Flinders Street between Exhibition Street and Russell Street,-,721357,2022-01-10,CONFIRMED,Melbourne (CBD),"-37.81642036018534, 144.97117055020368","{""coordinates"": [[[144.972244823, -37.8160786652], [144.9722259296, -37.8160801945], [144.972197994, -37.8160843328], [144.9721756493, -37.8160893992], [144.9721610386, -37.8160927117], [144.9720954835, -37.8161122269], [144.9715685408, -37.8162675259], [144.971045137, -37.8164206188], [144.970088872, -37.8167028499], [144.9701216963, -37.8167730569], [144.9701256984, -37.8167704034], [144.9701282516, -37.8167685126], [144.9701297734, -37.8167677017], [144.9701314961, -37.8167665589], [144.9701375722, -37.8167635429], [144.9701405384, -37.816761962], [144.9701413807, -37.816761653], [144.9701423239, -37.8167611853], [144.9701539769, -37.8167570371], [144.9709590096, -37.8165200016], [144.9709595914, -37.8165197872], [144.970960124, -37.8165195035], [144.9709605947, -37.8165191574], [144.9709609907, -37.8165187569], [144.9709613028, -37.8165183126], [144.9709699088, -37.8165034266], [144.9709717138, -37.8165008578], [144.9709740025, -37.8164985452], [144.9709767189, -37.8164965445], [144.9709797968, -37.816494906], [144.9709831602, -37.8164936699], [144.9710964713, -37.8164603062], [144.9711000376, -37.8164595026], [144.9711037176, -37.8164591514], [144.9711074213, -37.8164592603], [144.9711110591, -37.8164598286], [144.9711145393, -37.8164608411], [144.9711333039, -37.8164676682], [144.9711339069, -37.8164678435], [144.9711345358, -37.8164679417], [144.9711351771, -37.81646796], [144.9711358138, -37.8164678989], [144.9711364311, -37.8164677599], [144.9720148152, -37.8162091172], [144.9720173695, -37.816208178], [144.9720197074, -37.8162069332], [144.9720217721, -37.8162054142], [144.9720235105, -37.8162036571], [144.9720248817, -37.8162017062], [144.9720297885, -37.8161932187], [144.9720317097, -37.8161905123], [144.9720341682, -37.8161880953], [144.9720370964, -37.8161860334], [144.9720404131, -37.8161843837], [144.9720440287, -37.8161831906], [144.9720476712, -37.8161823819], [144.9721217493, -37.816162918], [144.972161817, -37.8161571701], [144.9722087309, -37.8161522168], [144.9722304916, -37.8161523464], [144.9722363571, -37.816151667], [144.9722368111, -37.8161516388], [144.9722424628, -37.8161515901], [144.972242894, -37.8161516084], [144.972244222, -37.8161517304], [144.9722453234, -37.8161518314], [144.9722474524, -37.816152032], [144.9722535983, -37.8161528931], [144.9722539442, -37.8161529558], [144.9722603645, -37.8161544181], [144.9722652612, -37.8161558056], [144.9722656967, -37.8161559563], [144.9722749904, -37.8161598103], [144.9722754297, -37.8161600279], [144.9722826776, -37.8161642494], [144.9722829522, -37.8161644281], [144.9722860335, -37.8161666503], [144.972244823, -37.8160786652]]], ""type"": ""Polygon""}",-37.81642036018534,144.97117055020368,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
255,SS-1110797-0-110854-ESL-Pending Payment-180520220700-310520221900,Structures,2022-05-31,"60-96 Macaulay Road
NORTH MELBOURNE VIC 3051",Scissor Lift/Travel Tower/Boom Lift,ESL-2022-171,2022-05-18,PROPOSED,North Melbourne,"-37.798141997078545, 144.9423870849949","{""coordinates"": [[[144.9428803165, -37.7983658387], [144.9421781427, -37.7977247508], [144.9418952862, -37.797919819], [144.942594144, -37.7985578832], [144.9428803165, -37.7983658387]]], ""type"": ""Polygon""}",-37.79814199707855,144.9423870849949,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
256,SS-1110551-0-611395-ECW-Consent Issued-040420220700-300620221900,Structures,2022-06-30,"561-581 Flinders Street
MELBOURNE VIC 3000",ePathway Consent for works,ECW-2022-105,2022-04-04,Confirmed,Melbourne (CBD),"-37.82111809397598, 144.95587085662396","{""coordinates"": [[[144.9562267893, -37.8212176889], [144.9562010411, -37.8211634365], [144.9560828493, -37.8209143946], [144.9559817791, -37.820943772], [144.9559234444, -37.8209607269], [144.9558292087, -37.8210082201], [144.9557910863, -37.8210258818], [144.9557514336, -37.8210412793], [144.9557160606, -37.821053789], [144.9556449642, -37.8210777135], [144.9555728182, -37.8210995723], [144.9554516809, -37.8211342845], [144.9554201332, -37.8211565778], [144.9553682305, -37.8211932545], [144.9554767523, -37.8212096659], [144.9556259957, -37.8212250144], [144.9557761039, -37.8212335234], [144.9559265837, -37.8212349897], [144.9560769114, -37.8212294086], [144.9562267893, -37.8212176889]]], ""type"": ""Polygon""}",-37.82111809397598,144.95587085662396,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
257,SS-1073911-0-109679-ECW-No Notification of Completion of Works-070620210700-070620231900,Structures,2023-06-07,"23-29 Victoria Street
MELBOURNE VIC 3000",ePathway Consent for works,ECW-2021-290,2021-06-07,Confirmed,Melbourne (CBD),"-37.80731084379545, 144.9668244334155","{""coordinates"": [[[144.966639957, -37.8071901475], [144.9665908418, -37.8074727557], [144.9671296593, -37.8073164756], [144.96714235, -37.8072437922], [144.966639957, -37.8071901475]]], ""type"": ""Polygon""}",-37.80731084379545,144.9668244334155,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
258,SS-1101839-0-109388-ECW-Consent Issued-280120220700-280720221900,Structures,2022-07-28,"State Library of Victoria
304-328 Swanston Street
MELBOURNE VIC 3000",ePathway Consent for works,ECW-2022-12,2022-01-28,Confirmed,Melbourne (CBD),"-37.809755654387075, 144.9653120108901","{""coordinates"": [[[144.9662011382, -37.8090345747], [144.9640500768, -37.8096691902], [144.9644223123, -37.8104743825], [144.9665702897, -37.8098464842], [144.9662011382, -37.8090345747]]], ""type"": ""Polygon""}",-37.80975565438708,144.9653120108901,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
259,SS-1112670-0-108987-ESP-Permit Issued-130420220700-120520221900,Structures,2022-05-12,"Princess Theatre
163-181 Spring Street
MELBOURNE VIC 3000",Space Occupancy on Footpath,ESP-2022-168,2022-04-13,CONFIRMED,Melbourne (CBD),"-37.81071254705675, 144.97233255116063","{""coordinates"": [[[144.9722063321, -37.8109772646], [144.9726429729, -37.8108534266], [144.9724596707, -37.8104470161], [144.9720193871, -37.810574873], [144.9721430705, -37.8108370676], [144.9722063321, -37.8109772646]]], ""type"": ""Polygon""}",-37.81071254705675,144.97233255116063,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
260,SS-1113525-0-655039-ESP-Permit Issued-120520220700-120520221900,Structures,2022-05-12,"Customs Square
401 Flinders Street
MELBOURNE VIC 3000",Space Occupancy on Footpath,ESP-2022-182,2022-05-12,CONFIRMED,Melbourne (CBD),"-37.81980794584875, 144.96074584449025","{""coordinates"": [[[144.9610289622, -37.8196597256], [144.9607106236, -37.8197182661], [144.9604791711, -37.8197731471], [144.9603533005, -37.8198077518], [144.9603822435, -37.8198539598], [144.9604071891, -37.8198874479], [144.9604332416, -37.8199089966], [144.9604632983, -37.8199269667], [144.9604965891, -37.8199408979], [144.9605322572, -37.8199504311], [144.9605693868, -37.8199553214], [144.9606070247, -37.8199554444], [144.9606442033, -37.8199507957], [144.9606799694, -37.819941496], [144.9609117646, -37.8198535375], [144.9609685108, -37.8198351171], [144.961026233, -37.8198187159], [144.9610848177, -37.8198043654], [144.9611441484, -37.8197920959], [144.9611062235, -37.8197091854], [144.9610928417, -37.8196918259], [144.9610748473, -37.8196773244], [144.9610531784, -37.8196664352], [144.9610289622, -37.8196597256]]], ""type"": ""Polygon""}",-37.81980794584875,144.96074584449025,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
261,SS-1075708-0-593729-ECZ-Permit Issued-110220220700-110820221900,Structures,2022-08-11,"60 Waterfront Way
DOCKLANDS VIC 3008",Construction Zone,ECZ-2021-25,2022-02-11,CONFIRMED,Docklands,"-37.812195975570226, 144.93941705204935","{""coordinates"": [[[144.9387065073, -37.8122553796], [144.9391189548, -37.812936888], [144.9391366493, -37.8129661272], [144.9391758744, -37.8130309375], [144.9400255284, -37.8127072931], [144.9401928075, -37.8126435723], [144.9399535229, -37.8122482015], [144.9400835382, -37.8121986758], [144.9403228244, -37.8125940463], [144.9405008535, -37.8125262308], [144.9401842615, -37.8120029989], [144.9401555871, -37.8119595402], [144.9401231603, -37.811917774], [144.9400871413, -37.811877905], [144.9400477031, -37.8118401255], [144.9400050405, -37.8118046218], [144.9399593588, -37.8117715651], [144.9399108819, -37.8117411171], [144.9398598464, -37.811713426], [144.9389264647, -37.8112442462], [144.9388479465, -37.8113434319], [144.939251707, -37.8115463904], [144.9385071009, -37.8118291053], [144.9384760122, -37.8118132618], [144.9384549932, -37.8118398127], [144.9385221343, -37.8119507276], [144.9386884189, -37.8122254909], [144.9387065073, -37.8122553796]], [[144.9398341405, -37.8118568287], [144.9399186743, -37.8119262696], [144.940009462, -37.8120762793], [144.939879447, -37.812125805], [144.9397386698, -37.8118931959], [144.9398341405, -37.8118568287]]], ""type"": ""Polygon""}",-37.81219597557023,144.93941705204935,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
262,WO-720681-1418375-1418375-61-Closed-100120220000-020720222359,Traffic Management,2022-07-02,Southgate Avenue between City Road and Riverside Avenue,-,720681,2022-01-10,CONFIRMED,Southbank,"-37.82044143813326, 144.96770009507878","{""coordinates"": [[[144.9674967063, -37.8202049179], [144.9674666274, -37.8201807355], [144.9673856884, -37.8201156648], [144.9673814064, -37.8201116591], [144.9673102087, -37.8201550111], [144.9673060206, -37.8201575603], [144.9673096098, -37.8201604439], [144.9675218716, -37.8203309437], [144.967509918, -37.8203403935], [144.9675197712, -37.8203393046], [144.9675392839, -37.8203366549], [144.9675456168, -37.8203361749], [144.9675511737, -37.8203370269], [144.9675555184, -37.8203386636], [144.9675595351, -37.8203413293], [144.9675620313, -37.8203435541], [144.9675641157, -37.8203470389], [144.9675642869, -37.8203474663], [144.9675643204, -37.8203479021], [144.9675639955, -37.8203516706], [144.9675637491, -37.8203521638], [144.9675615324, -37.8203551553], [144.9675569764, -37.8203581965], [144.9675563013, -37.8203584543], [144.9675501042, -37.8203597802], [144.9675269571, -37.8203627294], [144.9675125666, -37.8203649322], [144.9675095298, -37.8203655187], [144.9675077945, -37.8203663674], [144.9675066325, -37.8203676451], [144.9675062918, -37.8203690072], [144.9675065455, -37.8203707355], [144.9675077923, -37.8203730325], [144.967509422, -37.820374088], [144.9675111901, -37.8203747322], [144.9675136334, -37.8203754484], [144.9675145104, -37.8203747895], [144.9676943102, -37.8205192218], [144.9678704383, -37.8206592053], [144.9679264703, -37.8207039434], [144.9679282252, -37.8207025444], [144.9679354992, -37.8207090935], [144.9679397676, -37.8207159999], [144.9679424631, -37.8207211903], [144.9679437756, -37.8207250718], [144.9679440487, -37.8207298996], [144.9679440818, -37.8207334139], [144.9680171037, -37.8207294743], [144.9680196025, -37.8207219115], [144.9680263412, -37.8207001788], [144.9680278139, -37.8206920053], [144.968029054, -37.820682659], [144.9680276268, -37.8206719014], [144.968025243, -37.8206601513], [144.9680216305, -37.8206483808], [144.9680160824, -37.8206354055], [144.9680066211, -37.8206215822], [144.9679961443, -37.8206089111], [144.967983689, -37.8205965978], [144.9679687326, -37.8205858014], [144.9678792597, -37.820516268], [144.9674967063, -37.8202049179]]], ""type"": ""Polygon""}",-37.82044143813326,144.96770009507878,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
263,SS-1114811-0-105966-ESR-Permit Issued-060520220700-140520222359,Structures,2022-05-14,"130-134 Little Collins Street
MELBOURNE VIC 3000",Space Occupancy on Roadway,ESR-2022-75,2022-05-06,CONFIRMED,Melbourne (CBD),"-37.81329105482208, 144.9693871546368","{""coordinates"": [[[144.9695514184, -37.813432233], [144.9695297094, -37.8133838521], [144.9695308863, -37.8133835191], [144.9694056923, -37.8131045214], [144.9692225348, -37.8131578737], [144.969269336, -37.8132616069], [144.9692794959, -37.8132847324], [144.9693704525, -37.813475969], [144.9694833552, -37.8134419834], [144.9694873369, -37.813451135], [144.9695514184, -37.813432233]]], ""type"": ""Polygon""}",-37.81329105482208,144.9693871546368,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
264,SS-1105829-0-102950-EGA-Permit Issued-010320220700-310820221900,Structures,2022-08-31,"Flagstaff City Inn
45-55 Dudley Street
WEST MELBOURNE VIC 3003",Gantry,EGA-2021-25/1,2022-03-01,CONFIRMED,West Melbourne (Residential),"-37.81009345449901, 144.95103394228462","{""coordinates"": [[[144.951020721, -37.8103106055], [144.9512328449, -37.8102409265], [144.9512833723, -37.8102243282], [144.9510904799, -37.8098557178], [144.9507838033, -37.809971937], [144.9509758091, -37.8103256892], [144.951020721, -37.8103106055]]], ""type"": ""Polygon""}",-37.81009345449901,144.95103394228462,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
265,SS-1106625-0-101604-ECW-Consent Issued-150420220700-150620221900,Structures,2022-06-15,"121-131 Cardigan Street
CARLTON VIC 3053",ePathway Consent for works,ECW-2022-70,2022-04-15,Confirmed,Carlton,"-37.803615304476395, 144.96446443829072","{""coordinates"": [[[144.9641424304, -37.8037397844], [144.9645213244, -37.8037798995], [144.9645196659, -37.8037901253], [144.9647221271, -37.8038107993], [144.9647784902, -37.8034843847], [144.9642713073, -37.803428481], [144.9641862104, -37.8034787618], [144.9641652383, -37.8036041586], [144.9641424304, -37.8037397844]]], ""type"": ""Polygon""}",-37.8036153044764,144.96446443829072,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
266,SS-1115149-0-107522-ESL-Permit Issued-160520220700-030620221900,Structures,2022-06-03,"188-196 Peel Street
NORTH MELBOURNE VIC 3051",Scissor Lift/Travel Tower/Boom Lift,ESL-2022-233,2022-05-16,CONFIRMED,North Melbourne,"-37.803217624132806, 144.95684334261372","{""coordinates"": [[[144.9570439426, -37.803285537], [144.9569481084, -37.8030782962], [144.9568294789, -37.8031116407], [144.9567041722, -37.8030985352], [144.9566650656, -37.8033170903], [144.9568593823, -37.8033374139], [144.9569026499, -37.8033252517], [144.9570439426, -37.803285537]]], ""type"": ""Polygon""}",-37.803217624132806,144.95684334261372,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
267,SS-1116621-0-104463-ECW-Traffic & Infrastructure Review-060620220700-220720221900,Structures,2022-07-22,"205-211 Grattan Street
CARLTON VIC 3053",ePathway Consent for works,ECW-2022-174,2022-06-06,Confirmed,Carlton,"-37.80040509197036, 144.96184861298627","{""coordinates"": [[[144.9619792976, -37.8003278946], [144.9617500854, -37.80030264], [144.9617182681, -37.8004824221], [144.9619467676, -37.8005075978], [144.9619792976, -37.8003278946]]], ""type"": ""Polygon""}",-37.80040509197036,144.96184861298627,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
268,SS-1112538-0-101230-ECZ-Pending Payment-270520220700-261220221900,Structures,2022-12-26,"54-62 Bourke Street
MELBOURNE VIC 3000",Construction Zone,ECZ-2022-13,2022-05-27,PROPOSED,Melbourne (CBD),"-37.81155616793687, 144.97138680113412","{""coordinates"": [[[144.9713106179, -37.81142085], [144.9713426201, -37.8114910957], [144.9712147176, -37.8115277563], [144.9712958122, -37.8117061167], [144.9715564467, -37.8116314114], [144.9714445165, -37.8113850622], [144.9713106179, -37.81142085]]], ""type"": ""Polygon""}",-37.81155616793687,144.97138680113412,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
269,SS-1114123-0-105132-ECW-Traffic & Infrastructure Review-150520220000-151020222359,Structures,2022-10-15,"90-94 Jolimont Street
EAST MELBOURNE VIC 3002",ePathway Consent for works,ECW-2022-143,2022-05-15,Confirmed,East Melbourne,"-37.81815715819285, 144.97951004751647","{""coordinates"": [[[144.979418007, -37.8180137316], [144.9793727292, -37.8182764247], [144.9796018229, -37.8183003855], [144.979612716, -37.8182383948], [144.9796317251, -37.8181266055], [144.9796328576, -37.818126733], [144.9796482574, -37.8180390297], [144.9796299911, -37.8180372952], [144.9796300602, -37.8180368457], [144.9794926647, -37.8180217184], [144.979418007, -37.8180137316]]], ""type"": ""Polygon""}",-37.81815715819285,144.97951004751647,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
270,SS-1089219-0-104612-EHD-Permit Issued-021020210000-011020222359,Structures,2022-10-01,"27-29 Hardiman Street
KENSINGTON VIC 3031",Hoarding,EHD-2019-45/2,2021-10-02,CONFIRMED,Kensington,"-37.79531550512406, 144.93258822627527","{""coordinates"": [[[144.9326006124, -37.7954759628], [144.9326560122, -37.7951622814], [144.9325775658, -37.7951533326], [144.9325193805, -37.7954668281], [144.9326006124, -37.7954759628]]], ""type"": ""Polygon""}",-37.79531550512406,144.93258822627527,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
271,SS-1111279-0-100108-ECW-Consent Issued-050520220700-050820221900,Structures,2022-08-05,"366-422 Abbotsford Street
NORTH MELBOURNE VIC 3051",ePathway Consent for works,ECW-2022-116,2022-05-05,Confirmed,North Melbourne,"-37.79749932918124, 144.94682595362892","{""coordinates"": [[[144.9465137426, -37.7980640355], [144.9467826756, -37.7980947875], [144.9467954003, -37.7981167187], [144.9469399961, -37.7981332493], [144.9471286157, -37.7970594405], [144.9467706095, -37.7967734814], [144.9467418373, -37.7967810633], [144.9465137426, -37.7980640355]]], ""type"": ""Polygon""}",-37.79749932918124,144.94682595362892,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
